sentence,char_count
onekdi use kore rvw dilamet kom dame bhlo product shududarajei paoa jay thx daraz ajke  amake eto sundr ek ta ponno giving jonno  apnara sobai nishchint ordr krte paren cuz daraz kokhono apnake dhonka dibena।ar delivarir kotha ki blbo purai oshadharon dlvry man er kotha gulo ank valooo  pmpake khub jtn kre amar hand e pounchhechhis,323
ek kthai osadharn,15
it amazing bolar kichu vasha nei,30
thank you...😍,13
vlo ekti product aamar kub bhal legechhe nihsndehe chinte paren,63
kajer item all nite paro,27
productTa valo sbai nite paren,27
bjbhare kichhudin pr rvw dichchhi। ponno gulo moderate vlo and kaje dicche। bt price as pnjgulor standard aro bhlo hoja uchit cilo। but ei product gulor dam also kom hoja uchit ami mne kori। dhonyobad,192
oshongkho dhonnobad ❤️,17
"oshadharon prdt,  mob mla, dhulabali & water from seiph rakhar jonno really awesome prdt। 
oshesh dhonnobad seller ke। 🥰",119
khb bhlo but price besi,24
"thx। 
dam kmie rakhar cheshta krbo।
amader sathe thakun।",57
eta phoner j vlo 🙂,21
tnx bhlo product,22
jinistar neojar por churi hje gone,35
onk valooo prodaktta,21
kub bhlo prdt 🥰,20
thank you sir....,17
It's a nice product,19
bhal ache niye paren,19
nanavabe kub karap,18
Alhamdulillah 💖🌷,16
Onk valo product,16
"dam basi, motamuti valoi",24
dam ta ek tu more,16
onk bhal paichhir,16
tnx। ❤️,11
nite paro sundor ache,21
"dam lil bit bsh,but prdt ti bhalo",35
kub bhal jinsh,14
alhamdulillah sundor ekti item deoar j daraz ke tnx,62
balo nice joss,14
bhlo prdt,13
thnks 😊,9
khub e valo,11
item ta deliver howar por khule dekhsi complete damaged.. box e thakleo andar er jinish e chur chur.. pathano r age check korben na? 😡,134
Thank you 😊,11
"bhal, dhonnobad",13
goood,5
valooo product,14
thank you...😊❤️,15
thnks।,8
thank you ❤️,12
aapnar muljban mntbjr jnno apnake janai lots dhonnobad,56
you are welcome 🙂,17
thank you..❤️😊,14
valooo ank,9
apnar muljban mntbjr j apnake let know lots dhonyobad।❤️,59
thank you..😍,12
"thank you sir,😊",15
onk vlo,7
price beshi echhaa sbi tk ase। emon chhbite temni।,45
tk thak,7
bhlo quality er,10
kubi valo r er kouta ta amar onnk bhlo legechhe,46
ank sundor ja cheechhi tai paisi,31
"prdt ta pic er sathe milche nah ekdom.. color alag, size alag.. ki pathaise bujhte parchhina.. return process o boro jhamela",124
prodact onek valo। all taip C r jonno best।je keu niye paro।ThnQ Seller 👍,76
dlv onk late hojechhe,28
"koaliti motamuti valo work chalanor mto, tb samner ongshta rabarer hole bhalo hoto। samner ongshti & pichhner ongshti plastiker।",121
"item bhalo, dam onek bsh",25
alhamdulillah bhalo prdt ti,31
onk bhalo ek ta jinsh vai mi nijechhi u all niye paro,54
it's too good,13
"nais, prodact।",16
"awesome product..! ❤️
- osadharon seller🖤",40
ak kothay good product...👉❤️❤️🥰,31
fake product diyeche.. original er sathe tulona i hoi nah.. highly NOT recommended ei seller k.. daraz action nao please,120
sob tk ache। sem product। but price armiktu kom hoa uchit chilo,60
itemta besh upkari। all nite paro।,36
4 diner maje peyechi,20
ank valo jinish keo chaile nite paren kono oshubidha naai,52
fav mt clr dijechhen ank bhlo hoice sbai nite paro,58
"that cheechhi seim peechhi, sbai nite paro🥰🥰🥰🥰🥰🫡",46
kub bhal chholo। tb value ek tu kmale all nite parbe।💝,53
khub shundor look & aamar pochonder।,34
bery nice,9
ek ktha osadharon,15
"sbi vlo paichi,,, daam bsh he gone",35
eker hoice no word hbe na। 👍,29
e prodaktti phoner jonno onek upkari,37
valo ache kintu dam ta ektu more,31
onk projni prdt thx,31
prodaktta avg bhal cilo,29
vlo chilo 👌,10
onk sundr ekta product,25
all kichu ok thak pejechhi,23
Valo finish nite paren,22
jinis valo knt dam too much beshi।,37
vlo‌i,5
Tbh not bad❤️,13
khub worst item,14
dhonyobad sjar।,14
vlo ace nie to see paren,25
alhamdulillah। motamuti bhlo prdt।,39
moderate bhlo  damta lil bit besi,30
Motamuti valoi,14
bhlo moderate skle niye paro,29
"ei jinishTa ami nah pejeo amake dlvry dekhano hoice software, mi paini । amar janar khb ichchha je dlvry na giving pro kivabe sw dekhano hlo je delivery hoyeche",172
aami product bllam duita dui kalarer deoar j। bt ekoi clr dije dil। mi apnader prodact r prti happy noy। mi it asha korte parini mi barbar mesej giving pore apnra ekoi clr dije dilen।,207
aapni duita blu ordr krechhen sjar।,36
"7/10
but price is to high",25
"ekdin bebahar korar por hedphon from robt ta khule went।
ot valooo na",64
delivery te 12 din.. eto time lagle ar ki.. onno jaygay kinte parlam.. r daraz thk kinbo nah ei seller thk,106
good pruduck,12
Fanyastic,9
kub shundor silo,14
dam anujaji prod r standard bsh bhalo na ।,44
product valea। jthasme peechhi।tobe dam ektu kmano uchit,55
"jemon dekhano ache, like that pichi u all chaile niye paren",53
ekktha oshadharon jetai chee chilam setai peechhi thnks,52
duhkhit chobi dite parlam na itemta eknmbr kub bhlo,50
khub bhalo kajer ek ta item apnra chaile niye paro,49
"khub valooo ekta prodact, selaro khb vlo। dhonnobad",49
"vlo peechhi, 
dhonnobad drz ebong seller re।",40
kajer item valoi tb damta ek tu beshi।,38
product anujaji dam more। tobe valo,37
valoi but standard onujai damta besi,33
prod ti vlo cilo 👍👍,24
"bhalo, apnarao kinte paro",25
"kub valo item 
valo laglo",24
khb bhlo alhdlh,23
damta less hole bhalo hto।,22
"alhmdu
valo",19
thanks khub valooo,16
valooo vabe fit h,16
damta aktu bsh,15
ekdom worst qlt keo you should buy naa,33
avg bhlo,13
"ekdhm bad
keo nibenna।worst jinsh kno kaje asena।",49
ti's is good products,21
FOR AUDIO OUTPUT.,17
"hedphoner ta valovabei lagchhe, kintu chrg r ta khubui worst ebong luj h, mntai kharap he geche hand e pee😔",104
"quality ekdom phaltu.. 2 din use e color uthe gelo, stitching khule gelo.. money r sathe time o waste hlo 😒",107
jinsh ta valooo। kintu damta comparatively vabe besi। 50 taka ba r kom hole valooo hto।,79
btmti onek vlo 👍,17
kono kajer na,13
👍👍👍👍👍,5
darun,5
kub bhal ek ta prod 🥰,24
avg vlo bla ja,21
niyen vai kew,13
more bhalo ba,12
baje ekti product,17
"Ckack Video 📷, jinishTa osadharon chilo amar onek pochondo hoice ek kthaj blte gele 485, takar modhye vlo ek ti product peyechi, ami order dijechhilam akashi color kintu amake give hoice pingk clr tateo aami kushi ,,,,,delivery bro otjnt valooo ,01787001153 Mohammed Momin",269
"jei clr cheechhilam sei colour ta de naai, bat item ta kub bhalo।",64
dhnbad drz  prdt ta valooo emon chaichhe temon paisi,52
bhai pic e onek sundor dekhay kintu hate pelam bargain quality jinish.. emon kore customer thokano uchit nah,108
"ek ktha osadharon, slr kon mesejer uttr dena, slr 10/00
delivery bro 10/10
dlv sm 5 day",99
jeta chejechhi seita dejni। onj ek ta diyeche।  ami it  return dibo ।amake sahajj krun। thikana house 24 rt oad 6 block d gulsan nikaton plij thikana theke nije jan।,166
"alhamdulillah productTa bhlo chilo,,,
daam according to kpor qlty vlo,, and dlvry onk phast peyechi 😌😌",103
mshariti onk valo hoice chaileowo apnarao nite paren sei with dlvry mane & onek vlo onnk sundor bebahar his/her,109
egulo jemn ta chaisi like that ta de nah ekdom small erkm ta asa kori nah abar rijekt ke🫤 tao alhmdu goes😔😔 dekhan ek rkm den onj rkm,132
ami unake esemes kore blechhi order krar pr sngge aami nije blue colour order krechi uni amar esemes and uttr dei nai shathe uni vul ekta color diyeche। ken drz e all shp guloke tp reted dije rakhe? manush ke hjrani korar jonno?,219
"like hechhe ek ktha blte gele 510, takar modhje valooo ek ti product peechhi, ami order diechhilam akashi clr knt amake deoa hechhe pingk clr tateo aami kushi,,,,, delivery man otjnt vlo, 

mo abdur rhim shakil",214
"mshari chhea, item deoar before dekha uchit chilo।  ekon phetr deoar o sm nai,  ekjnke deoar jnno nichhilam।  hand e sila krte hlo।  2,3 mas ghumate parbe।  moderate।",158
ank sundor jemon ta cheechhilam temntai diechhe ank thnks drz ke dlvry men vaier bebhar ta khubi vlo,106
daam hishebe onek sundr silo।। pjaketing kratao bhalo silo। delivery chrg sh 850 bdt pdechhe duitate।,98
"jodi basa bachcha he remains 2 bchhrer no tahile ok ace 100%,,,mi ja dekhchhi tai dicche,,,,thnks daraz ke,,!",104
"alhdlh onek sundr,  saije ek tu small, 1/2 maser babur jnno hbe। 
dlvry sm lil bit beshi,  slr oto respns bhlo lagena",126
ekdmi choto msharita chhbite bojha jai na। so nejar ago sabdhan। abar ek jajgaj chhedao chilo 😮‍💨😮‍💨,95
jemnta hope krechhilam thik temnta pichi onnk sm  ultopalta jinis works ase apnaderke blchhi jara remains them j hoy ekti prodakshner word bli arkti product die de amar so ki mne hocche  ta and blchhi na।,201
"khelna mshari, khub choto sz। 1 hat sman lomba। bachcha shoale nacha krte parbe naa। nea vul hechhe।",96
kub vlo knt stitching gulo nrml r msharir phanka gulo lil bit bro bro mne hocche। coto mshagulo inside dhukte pare tarpro ank valo। u all chaile nite paren,148
slr ke onek ank thnks jemnta chejechhi temntai pichi & mashallah look kubi amazing ebong ank aramdajk je keu chokh buje ei bishbst selarer kachh theke nite paro inshllh।,176
mshllh itemta bhalo peechhi। daam onujai ekdm prfct।,58
ank shundor prod।  jemnta ordr krechhilam ok temntai peyechi।  ank onk thanks,86
such je avg tk ache like that ek ta valoo na again kharapo na works konrkm bt saijta onk choto kolbalish gula onk coto coto eta aamar kachhe valo lageni 😔,146
jldi pathanr j dhnjbat daraz product  khub bhal jevabe dekhano he chilo sevabe pan,82
alhdlh olp smer modhje & olp damer inside bhal ekta prod peechhi,79
jemnta chejechhi temntai peyechi। phast dlvry। dlvry man o khb bhal chilo।🥰,79
order dear 3 diner inside delivery peechhi। emon cheechhi temni peechhi। shuvkamna,78
mashallah onader prodaktgulo onek valo emon seen temni pichi thx। 👍👍👍,80
prodaktti actually onk shundor ami jemnta cheechhi like that ta peechhi alhdlh,76
daam onujai bhal product kintu ordr krechhilam blue colour pelaam ping colour।,77
kubi sundor r valo cilo ek bchhrer bachchar jonno niben na total 399 tk pdchhe dlvry charge phri paisi,102
"onk onnk shundor koaliti & onek bhal, daam onujai onek valooo,sobai chokh bndh kore niye paro,",89
alhamdulillah prod gulo onnk vlo jemon chejechhi temon peyechi 😍🥰,68
Product mshllh bhaloi emon photo te dekhchhilam serkmi paichi।😊😊😊,64
prodaktta khubi valooo apnara all nite paro dbara ajke thx,64
"mshari ta hate paachhi,dm baje keu niben naa nile tkben😠😠😠😠😠",58
"price unu jaji fat muti valooo ........
apnara jodi chao nite paren",61
onk vlo product। kapdta fully cotton & spht। coto bachchader jnno cloth ta tk ase। pjaketing ta kub sundor। dlvry vaitao bhalo। tnx daraz & slr vaike।,166
"bebahar krchhi, but stitch chhute gone। price onujai motamuti bhal",60
alhdlh kub vlo prod pichi ❤️❤️❤️❤️ sobai niye parben 🥰🥰🥰,71
ekhon open kori nei। janina ba kemn hbe। inshallah bhal hbe।,57
valoi but onnk small aamar bebir bs 2 mas 7 day knt choto tai bebahar krte parchhina,84
"daam as motamuti valooo ache, thx drz r seller ❤️",56
"kubi chamotkar o osadharon ek ti jinish,,amar khubi fav hechhe❤️",56
""" alhdlh khubi valooo jemnta cheechhi temni peechhi """,55
mshari ta bichhanar shathe etast hoate mn bad he gel।,53
"chhira mshari stitch kubi worst balisher 
takar opch।।। ei jinish mi nib na bebohar & krb nah phert nie jan",100
"everything okay beautiful 

 apnara chaile nite paren",52
ank valooo prod use kore saw apnaro nite paren,52
product  ta onk shundor hoice apnara niye paren,50
jei colour ordr korechi sei color ase nei !!! valoi,50
bebi mshari ta bhal chilo & pjakejingtao kub sundr,50
"apnra caile niye paren, bedshit ta motamuti valoi।",50
ank sundr amito vebechhilam je kemn naa kemn ase jeta dijechhilam tai peyechi thanks drz tim ebong seller ke।।,107
onnk sundor ekta mshari.... khub like hechhe... apnara chaile nite paren.... je clr cheechhilam sei clr diechhe....,107
ami vabtei parini je darje eto less price e e prodaktti pab onek sundr peyechi & apnarao to buy paren,100
ank sundr r valo apnara jodi chao nite paren। ar ami sob sm drz from kina cut krchhi and darajer with achhi thx drz❤️,122
"gtkal prodaktta hate pichi, alhdlh shob kichhui valomto pichi.. price according to pnjer gungtman bhalo। tobe only pingk clr naa dije also color give uchit।",160
"ekdin pr review gave, pnjti sthik smei peechhi, daam as khub e valooo, dhonnobad daraz & seller re...
tb color jeta cheachhilam seta paini, but pingk kalartao shundor.... total talk bndhura ur adrer bachchar jnno nishchinte niye paren",227
r 10-12 din pr amar vagni hbe tai vagnir j ago thekei bichhanar phul set order korlam jemon chaichhilam temni paisi aamar kachhe onk bhalo lagchhe chaile apnaro nite paro,163
alhmdu prdakta valoi। mner mto hichhe।,46
"prthm kotha hocche eta cloth qlty bhal naa aami vebechhilam ktn fabric bt nejar pr dekhchhi it plestar cloth dije banano and etate babuke shojano will go na aami had bought ekjnke gipht korar jonno kintu se his/her babur jnno bebahar krbe nah plestar fabric ejnj ar bedtar pichhn dike hosse shelai khola stitch nei majhkhaner ashle eta selari dosh tini jkhni prodaktta diyeche tkhn tar chek kore deja uchit cilo,",390
onnk onk valo chilo product। dhonyobad darajke,45
motamuti bhalo ar lil bit saije bro hole bhalo hto!,45
puratn pore thaka item diche।phaltu seller।manush thkanor dhanda।,59
ekdm choto bachchar j valooo big hole hbe naa,41
lo bajete karap na bhaloi sobkicu thikthak chilo,43
prodakti khub valooo bt saije ek tu small,41
prod daam onujai avg valoi ace।,41
emon cheechhi like that peechhi।dhonyobad drz ke,40
dam considering shundor ace। jodi chao nite paren।,40
bhal taka hishebe caile sobai niye paren,38
moderate bhalo। apnara caile niye paren।,39
bhaloi ek dui maser bachchar ghumate parbe,39
alhmdu bhlo sbai niye paren,35
onek shundor 😍 sobai niye paren 😍,31
alhdlh kubi bhalo pichi,32
colour vinn r pic er tulna small।,32
"item bad nah r ek tu big hole  vlo hto।
and er jnno kavar and banate hobe ।

hja , jinish aamar like।
thx Sir/Medam",117
bhal laglo thx apnake,25
"shob mile kharap na,,msharir chhidr gulo lil bit b
knt nite caile niye paro",72
motamuti bhalo prais anujaji।,30
not bad as price range....though got different colour product. ...nite paren,76
"ei damer inside kub valo hechhe,,shob milie 328 tk,,itemta dekhteo shundor।",73
"sundor, bhlo, sob kichhui thik ase, size ta r ek tu b hole more bsh valooo hto",72
onek sundr bebi set mshari tao bhlo all niye paro। alhmdu thkben nah,76
onnk sundr mshari bed set,25
"ache avg khrp naa

kap ta ek tu pichchhil taiper",50
clr that cheechilam seta phelam nah bjagta more vlo hole valohto,63
ok But calier chien,19
bhaloi bad naa,14
Valo cilo,9
khub bhlo,8
tnx,7
aamar onnk pochondo hoice caile apnra nite paren,46
u all all niye paro kub bhalo ekta product sjalarke ank dhonyobad,69
"khub small,,,mshari kojalitio like that valo na,,",41
onk valo maner chilo,19
"prai ek shoptaho pore review gave, jemnta dekhchhilam tar chaite onek sundr onek vlo,alhdlh,  aami itemta peye onnk khushi, darajke eijnj bhal takes je, motamuti sbkichhui amra daraz thke pai thanks drz।",207
alhmdu kub valooo product,33
onk bhlo pichi thjangk iu daraz,33
"alhmdu emon chaichhi seim paisi, tb khub taatai dlvry deoar j dlvry mjanke ank thanks। darajke onnk onk thx। u all nite paren।",152
sob milie 10/9 paoar mto jinish ॥nite paro sbai । best in praij ।,67
khuv sundor balish gula and soft ache but pekejin ta bhlo h nah  katn choto hoar karne  msharir shik gula beka he went  eta naa krle & parto,132
amar kachhe it vlo legechhe।,26
bajet considering khubi vlo product sobai nihsndehe nite paren,59
ek kthaj amazing u all nishchinte niye paren prodaktta onnk vlo chilo aamar kachhe eto less bajete ato bhlo mal pab ago vabini,121
"anyone kinben nah ❌❌
ekbare bad ek ta prodact to see mne h kt b ashle ekbare small, ama chhia prod dicche kek jaga chhia, r msharir eto b b chhidr onaese masha dhuke jete parbe e shob selarder karne darajer bdnam❌❌❌",215
seller re barbar blchhilam nksha kingba pul design dekhe dite kon jibjntur pic jen naa remains kintu uni pandar chhbioala dilen।  kubi patla bed khubi small sz।New born baby 1- de maser bsh ghumute parbe nah ei bede। e prthm daraz thke product kine dissatisfied.,250
prodtai dam onujai bhal hoyeche bt chejechhi ek color and dicche ar ekta color e dik theke mi happy noh aami r ageo onk ponno ordr krchhi segulo sob thikthaki silo but ago ar ek ta product order krchhi setao chejechhi ek color ar diyeche onj color e itemta darajer mathaj rakha uchit je krjtara je color like kore taderke sei color give uchit asha kori samner dike ei vulti ar hobe naa।,380
"onek sundr hoice, knt small packing r karne, ektu banka hje gijechhil , ota kon prob nai ,",98
mota moti,9
prais hisabe bhalo  choto kartone deoar karne msharir shik baka hegie chilo,73
"jemon chaichi temni pailam, 
apnarao jodi chao niye paren।",51
prodaktta ank valo bt saijta ek tu bsh choto r ek tu bro hole bhalo hoto pkg  bhlo cilo dlvry man er bebahar khub bhalo cilo aamar mone hoy dam according to pnjr maan valooo bt delivery chrg ta onek besi all niye paro,224
