sentence,character_count,sentiment
"11.11 te 60 tky peyechi, product o fresh produced.",50,1
"mone hocche valo, ekhono use kora hoyni. ei daame bluetooth asha jay!! bt bluetooth nei, ektu hatash holam 😔",108,0
vlo onak tat ahavvsisisvisviwvusbw,34,1
One of the best detergent powder at this price which smells so good.,68,1
1 kg 100 takay paichi.. 3 ta order diyechilam free delevari carg .....,70,1
charger ta onek fast!! phone 0 to 100 matro 45 min e. satisfied af,66,1
ata khub e soft amr kache Valo lagche,37,1
mutamuti valo asee but carger thakle valo hoto,46,1
"alhamdulillah, hate pelam thanks daraz ke valo akta product deyar jono.",71,1
"Order kora jinish na, onno kichu pathiyeche.",44,0
puzzle pieces missing chilo!! 1000 piece er 3 ta nei. incomplete,64,0
"10/10
packing was just awesome. 100/10🔥
2 ta niyechilam valoi peyechii...product valo
lagle nite paren👍",103,1
"peyechi product ta, color ta description er sathe match kore na. sad 😞",70,0
Don't recommend this product to anyone.,39,0
Ei product er moto faltu product ar dekhi nai.,46,0
"Taka o gelo, shomoy o gelo. R ki chaibo?",40,0
"Daraz theke ei product gulo nei any 3 tgeke sathe ei vim bar ta free gift chilo, powder er kotha bolte gele just wow. ghran ta beshi valo lagse r quality o valo ami 1 kg niye ekhin abar 1 kg nitesi.satisfied",207,1
"ekdom baje!! cord nei, charge dibo ki diye?? toder eta diye ki hobe 😤",69,0
"Waterproof na, pani lagle e dead.",33,0
"khub valo product, chaile nite paren.",37,1
"I told to give me black colour, but gave blue, did not even reply to message",76,0
soft Masha-Allah good,21,1
"valo, onek gondho hoy, kora. ar onek shomoy dore jole.",54,1
"valo vabei peyechi.
but kmn seta use korar por bujhbo",53,1
the counting part is neither friendly nor easy to use.,54,0
average need update  quality of product,39,0
Seller pura dhokabaj Fraud company.,35,0
Ei product er kono quality nai. Zero.,37,0
The product was good. Upto mark for this price range.,53,1
vlo nh,6,0
"Giving review after using for 3 weeks. Only had to charge the device once in 3 weeks. At first, with default settings, the bass is quite high. But you can always download the Oraimo audio settings app from their website and change the setting according to your preference. Thanks a lot for the fast delivery as well. Highly recommended! 👍",338,1
"Minister one wash,Minister/waltoner product.colour gurd r ektu barate hobe.",75,1
the product was good and delivered smoothly.,44,1
Good quality nite paren,23,1
"seller 3 bar msg korsi, ekbar o reply dey ni!! worst customer service. daraz e complaint o disi, kono action nai",112,0
same day delivery pailam!! ektu o wait korte hoy nai. daraz goat 🐐,66,1
thank you sir.ato sundor akta review deor jonno,47,1
"Used product pathiyeche, notun bole becheche.",45,0
"facewash order korechilam bt dekhi utpadan tarikh + expire date ghoshe uthanoo!! khon shondeher moddhe achi use korbo kina, expire prod hole skin er khoti hobe 😨",161,0
khelna gula valo,16,0
boxing gloves stitching loose hoye gece already. quality poor,61,0
t-shirt design ta boro cute!! fitting o perfect. will order more 🙏,66,1
thank you daraz,15,1
missing parts ... not same as picture ... house module 3 ta dekhtesi picture a ... ekahne ache duita ... and kichu tile missing,127,0
"packaging is goid 👍 akhon use kore abar review dibo 2028 porjonto date ase,,",76,1
Valoi ache.🙂,12,1
motamuti valo,13,0
packaging khub valo chilo.,26,1
"delivery man valo chilo, products sob tik ase but derite paisi, sobay nite paren,",81,1
khubi valo,10,1
amr kache smell vlo lage nai..tobe delivery payche quick,56,1
faltu product.. original na..copy diyese,40,0
"charge thake na ekdom🥺 ar shob thikoi ache, daam hisabe.",56,0
product was good and smoothly delivered,39,1
hatey peyechi. ekhon daraz er product maan ager cheye onek kharap hoye jacche😡😡😡,80,0
sei vlo,7,1
"Hotash, hotash ar hotash! R kichu bolar nai.",44,0
This product was amazing. Product quality top- notch.,53,1
100% original product. Recommend facewash for men. Best wishes to seller & thanks DARAZ.,88,1
onk khrp oviggota,17,0
"dhowa prochur, age order korechi no smoke chilo. ar eta shesh korar 30 minute pore o ghore mosha ghore.",103,0
" late delevary diyace...
",25,0
Internet data o waste holo ei product er pichone.,49,0
"sounds quality price onujai eto ta bhalo na . 

base bhalo onek .. 

battery backup  10/10

ENC thakar por o Call er performance satisfying na . 

jore kotha bola lage . 

build quality o bhalo . 

overall

8/10.

Thanks for the super fast delivery.. 

kal order korsi ajke paiya gesi.",285,1
"product bes valo 
packing sundor silo 
delivery fast peyesi 
Thanks seller k",76,1
Ei product ta kenar theke taka donate kora bhalo chilo.,55,0
Alhamdulillah valo pelam caile niye dekhte paren 💝Thank you daraz 🫂,67,1
Ei taka diye onno kichu kinle bhalo hoto.,41,0
"Alhamdulillah good products,  Daraz",35,1
Valo ache,9,1
baje.,5,0
"ponyo khub halka maaner, kom dami, dekhte sundor kintu jinish valo na temon, motamuti chole.",92,0
Daraz thke kew knben nahhhh,27,0
jinish valo aga nisi. abar nilam. r o nibo. InshAllah,53,1
Ei product er moto faltu product ar hoy na.,43,0
eke bare faltu ami dui ta nichi dui tay ei rkom fata......,58,0
valo products,13,1
oppp product!!!!,16,1
"prothomot copy prod!! original hole ei daame pawa jeto na. use kore kono improvement pachhi na, boru voboshyote shomossha howar shombhavona ache. daam ektu beshi holeo market theke newa valo 😤",192,0
Nice & attractive. Quality valo onek,36,1
prod er kotha ki bolbo 5th/6th bar nilam. bt packaging er maan hatashot korese!! onyoprod er pack leak kore packet e makhamakhi hoye gese,137,0
"hate peyechi.
akhono use korini.kapor kmn clean hobe janina.",60,0
i purchase this detergent every month. this product price setisfy me,68,1
"hatey peyechi, dekhe valo mone hoyeche, charge er bishoyta chalaano r por bujhte parbo.",87,1
thank you so much 😊 somoy moto pailam,37,1
"batch number, daam ityadi ghoshe ghoshe uthanoo jeno dekha jay 😒 ei bishoyTa kharap laglo. baki shob motamuti",109,0
"Eta ekta fake product, plain and simple.",40,0
original product mone hoy,25,1
Ami amar friends der Daraz use korte mana korchi.,49,0
"Money back guarantee chilo, kintu ekhon kichu bujhi na.",55,0
ageo niyecilam.ai price a valoi.delivery boy valo cilna.pore avijog koray basay ase diye gece.basay aste raji hoccilona.daraz k thanks.3 dine peye gelam,152,1
My mental peace is gone because of this.,40,0
Mashallah kub Valo product,26,1
oenk sundor 🥰,13,1
"ekebore baje!! 4ta kinle 1ta gift deowar kotha, kintu sei ta dey nai!! 😡",72,0
usefull,7,1
"alhamdulillah sob thik moto time onojai peyesi.
",48,1
"Thanks Daraz, amar din ta purai spoil korar jonno.",50,1
ektu late deliver hoilo bt product ta masha allah khub valo. 5 star,67,1
Ei product diye ami ki korbo? Kono kajer na.,44,0
"price onujai er theke better product paben na!  ek kothay oshadharon!  love it!  sound quality,backup,Touch sensor everything best..",132,1
fawl shop.,10,0
"soft ache,nite paren",20,1
khub soft ebong Valo ekti jinis,31,1
"looking awesome & best quality of authentic product... packaging is the best... 
recommended.. after using video in Shahraanishah at fb or yt",141,1
jinis onek valo chilo bt weight komano barano jayna kono shomosshar jonno 😒 daraz ke bolbo 1ta prod deoar age check kore deoa dorkar,132,0
onk valo nile nite paren & review dian use kore,47,1
biscuit ashlo totally crushed!! packaging better howa dorkar,60,0
ai tk ty valo.... tobe kom takai valo kicu asa kora jai na,58,1
mosha bon bon kore.,19,0
"Jara bhalo review diyeche, tara shob jhoot.",43,0
alhamdulillah product ta onek valo hoise😐🥰,42,1
price onujai product onek valo,30,1
Bhai product tar quality ta valo but er weight onek kom!!Exercise kora onek shoja!!Jodi tomar grip strength onek kom tahole kinte paro👍.,136,1
onk Valo product....🥰🥰,22,1
but kom thake.. amar mone holo,30,1
received in good condition and packaging.,41,1
"chaisi sound box, diyeche headphone!! manushke na thokay bhiksha koro 😡😡",72,0
"bazarer theke kom daame paichi, mone hochhe valoi hobe.",55,1
"sob thik cilo, Masallah",23,1
Size chart ta pura vul. Amar jinish ta ekdom fit hoy nai. Return korteo jhamela.,80,0
Daraz er quality control department koi?,40,0
not bad but Black colour chaicilam,34,1
Gave it to my brother.He like this face wash.,45,1
earbuds sound quality 10/10 bro!! bass boro powerful. love it,61,1
best quality and barry nice products,36,1
But I want people to know how bad this is.,42,0
Ei jinish ta kine amar mon kharap hoye gelo.,44,0
"facewash ta onk valo ,,sathe extra oiduita gift paisi,,onk dhonnobad",68,1
Quality control nai Daraz e.,28,0
water bottle leak kore!! side e press korle cap theke water bere ashe,69,0
"valoi kaj kore, mosha maray, tai dwitiyo baar neoa.",51,1
"alhamdulillah product onek valo. 1 maas por review dilam. regular use er jonno nite paren. seller ke dhonnobad, kom takaay valo product deoar jonno.",148,1
Customer loyality Daraz er nai.,31,0
"nice 👍kub Valo mosa more
apnara nite paren",42,1
Ekta button kaj kore na. Mane ki er?,36,0
Kono use nai ei product er.,27,0
duniyate mone hoy eer theke baje kono facewash nei!! pura taka ta loss 😡,72,0
"ato faltu jinish er dam 50 taka hoilew beshi
shob tk purai jole gelo 
free dilew newa uchit na",94,0
motamuti valo ache.,19,1
"bro literally ai price range e ato xoss ekta gripper.I can't believe until i tried.This is the best hand gripper, i guess on this price range.Amar delivery charge shoho 350 tk porse.Ar black color ta chaisi black tai dise,onk valo response.Ar delivery fast diche,In a word just Perfect.",286,1
ekebore baje!! vitore gunopokar khaoa moyla 🤢,45,0
"Picture e dekhechilam branded, haat e peye dekhi local.",55,0
good kom dam a payechi nita paren recommended,45,1
"Joto review porechilam shobai naki bhalo boleche, amari shudhu kharap porlo.",76,0
Wrong item pathiyeche. Keno?,28,0
product ta vlo chilo,20,1
sofa cover fit korce na properly. size chart accurate na,56,0
"faltu jinis!! 1ta baje, arekta kaj kore na 😡",44,0
"sound quality valo,cable ta motamoti valoi hard",47,1
"vai black colour order korsilam.but green disen.
product quality nia kisu bolbo na
but green colour dia bhalo koren nai.",120,0
Jal product diye onek taka khoroch korailo.,43,0
good product according to price... andgoid smell,48,1
Product ta hathat kore bhenge gelo.,35,0
"overall sob kichu thik thak vabe peyechi,, dhonnobad seller ke ❤️‍🩹",67,1
"Good product love the smell, but should bring different colors and smell, price should be 40 tk per soap.",105,1
it's really good appreciate,27,1
"valo, apnara nite paren.",24,1
"Too much vibration, painful to use.",35,0
Mon kharap hoye gelo jinish ta dekhe.,37,0
batpar daraz sompurno product dao na,36,1
onk vlo... thanks Daraz❤️❤️,27,1
"the quality wasn't good, the sound system wasn't working at all😣😣😣",66,1
remote car battery drain khub fast. 15 min e shesh,50,0
"Jani na kamon hoba .Use kora update janabo .
Toba price ta anok kom bazer ar thaka .",84,0
"well packaging and authentic product. 
and expire date is 2028 this is so good.",79,1
"Good product genuine product 👍
250tkr product 149tk daraz chara possible na 👍",77,1
shera ponno. and tnx ☺️ 😊 😘,27,1
"onk ber parcel niyesi...product golu sotti onk valo..
r delivery jotasomoyer majhey peyesi.. 😊
kintu onno annober free gift dey..ayber dey ni..

jaihok ami onk happy, delivery man behaviour o onk valo chilo.",207,0
131 taka. khub valo mone hochhe. kaj korche valoi. aalo ghore.,62,1
Koyek din por por amar starship kina lage .. cha er jonno ekdom perfect onek moja hoy cha. Ami ammu dui jon e kini,114,1
prod onek valo bt seller er upore ektu birokto!! asar pro 6 din onek ghuriyeche tarpor prod peyechi 😑,101,0
valo ache jinish ta,19,1
eto kharap hobe vabinai!! secondhand maal maybe. tarer 1 side problem + onek jaygay ghosa maja er dag. sound quality last bar er moto bt halka,142,0
"Duplicate product, original na. Dhokabaji!",42,0
"Waterproof bole becheche, pani porle e bekar hoye jay.",54,0
"Product ta puro bekar, kono kajer na.",37,0
"ebar use kore dekha jak kmn, valo hole next time abar order korbo",65,1
Ami ato frustrated je chichabochcha korte ichcha korche.,56,0
osadharon,9,1
thank you sir.ato sundor akta review deor jonno,47,1
"listing e likheche wireless bluetooth keyboard+mouse, kintu diyeche shudu maus!! seller ekta batpar 😤",101,0
"Ei product bekar, taka nosto.",29,1
"khub e soft brush ta, amr baby akhon daily brush kore,, karon aita dile dat brush korle onk vlo lage,,, khub e norom aita,,, jeshob baby er notun dat tader jonno best,,, 😍😍😍😍thanks for daraz,,, amon onek jinis ase ja hat ar kase pawa jay na,, daraz segulo khub kom a dam a basar kase diye jacce,,, seller vai kew tnx, shob gulo products vlo silo",345,1
Ami order korci black colour ar dica green colour ata Amar akdom Valo lagani but product Valo apnara caila nita paren,117,0
gondho ta ektu baje.,20,0
ei bar packaging khubi kharap hoiche!! packet kata chhera obostha te peyechi 😤,78,0
Alhamdulillah product te vlo.jmn chaye clm tmn e.,49,1
"asa kori valo hobe 
but packaging ta valo hoy nai",49,0
"alhamdulillah hatey pelam. onek khon chaliye dekhlam, kom takar bhitore valoi ache. dhonnobad daraz.",100,1
"left side er sound kom lagtese, but very poor their custor service chat and service.",84,0
price hisabe products ta oenak valo thanks seller ke,52,1
Light bulb fuse. 1 day o chole nai.,35,0
Product er smell e matha dhore jay. Head ache!,46,0
alhamdulillah valo. ekhon babohaar kore dekhte hobe.,52,1
Thanks a lot! Erokom valo support amader chirodin inspire kore. Asha kori abar niben! 💫,87,1
"Courier service too bad. Packet chira, jinish ber hoye geche.",61,0
amr jiboner shbcheye khrp prdct.....,36,0
best .... literally unbelievable at this price..,48,1
valo mone hoyni!! muk er facewash jemon thake temonta mone hoyni. flash sale e daraz ki kore kam dey ektu hole o bujhte parchhi. apnara online e prod kinben na 😒,161,0
gondh ta ektu kharap holeo washing machine er jonno thik ache,61,0
" hate rabar nai tai hate betha kore, pasha pashi koyality ektu kharap",69,0
prod original thikthak bt 1ta packet fete shob ber hoye gece!! jinis valo nite paren bt neowar shomoy khule dekhe neben. 1ta ekdom ber hoye gece. return korte cheyechilam bt keu ashe ni abhi porzonto 😒,201,0
Ek kothay osadharon sobai nita paran.Packaging onk valo silo 4 din use korar por review dissi,93,1
onek onek valo aita sound smooth,32,1
The return policy is a complete maze.,37,0
Alhamdulillah sob thik thak peyechi,35,1
kom dame Valo product and sundor sounds system,46,1
"valoi, onek baar niyechi, shob shomoyo valoi pere.",50,1
"coil gula onek valo, chaile apnara nite paren.",46,1
just i got my product it’s really  good.this is original and ussaly It's price is very high but i bought its small amount thank you daraz for give us best products. keep it up..,177,1
alhamdulillah olpo daame onek sundor hoyeche. bachha khubii khushi ei aalo dekhe.,81,1
Ei jinish kinar theke taka charity kora bhalo.,46,0
Bhalo product chilo love it olpo takay daraz ei somvob agula ❤️,63,1
erokom experience prothom!! khub baje packaging!! shudu kagar carton e kon mote dhokano chilo. 4ta order er modhye 2tar packet fata!! onek powder pore gece 😡,157,0
"ossame,, koakbar nici,, tobe aste aste dam baracce",50,0
Very nice product. Please enter at least 30 character to get 100 coin ☺️,72,1
valo products.  chaile nite paren sobai,39,1
ekdom baje ponno!! charge deowar kichhu nei 😡,45,0
😘😘,2,1
Alhamdulillah jemon chaichi temom e paichi thanks,49,1
dam hisebe khub e valo detergent. onk valo fena hoy smell ta o valo.use kore review dichsi.,91,1
Alhamdulillah price onujaye onk vlo.. small tao sundor,54,1
The product is delivered in good condition. The quality of the product is good as well.,87,1
"productita sundor, packaging valo chilo, dhonnobad daraz ke.",60,1
"age charta product nile upohar deoar kotha chilo. ekhon chhoy ta nile o dei na, dosh baar order korechi, kono bari upohar pai ni.",129,0
The product is good in quality and i got it very fast within 3 days from teknaf.,80,1
ata khoub valo selo meyad bese assay,36,1
khub valo product and dam o onk kom.. r date ache 2026 years porjonto.. khub fast delivery asche.. tnq eto taratari delivery deyar jonno..,138,1
sound jemon asha korchilam daam onujayi temon ashanurup painai 😒,64,0
Daraz er ekhon value nai.,25,0
"ei ponno keu neben na!! ami 3ta niyechi dokaaner jonno. customer eshe bollo vai purai baje, mukh dhuar pore kono feel nai. offer e vitorer liquid change kore feleche mone hocche 😡",179,0
fast delivery and product original and packaging tao valo korse,63,1
sotti gulopgulo osadharon kaj kore. apnara sabai kinte paren.,61,1
fake product!! description e likhche original kintu diche local copy. report korbo,82,0
"onek sundor, jerokam cheyechi she rokomi peyechi. dhonnobad daraz ke.",69,1
product are original and quality also good. Thank you seller,60,1
valo chole,10,1
Gift deyar moto jinish na. Loony hoye gelo.,43,0
Light ekhonoi fuse hoye geche. Just 2 din use korlam.,53,0
nuts fresh and crunchy!! proper packaging e ashlo. will reorder,63,1
bal mosa tik moto jay na. tobe smook kom,40,0
"zip ta 1st use e atek gelo!! 800tk er bag, 1 din use korte pari ni. seller reply dey na. money gone 😡",101,0
They packed the parcel without providing the usb charging port. How will I charge the headphone? Such a irresponsible stupid.....,129,0
rose water ta genuine mone hocce!! skin refresh feel. good buy,62,1
prod oshadharon bt display quality ta ektu kharap!! na hole puro build quality perfect hoto,91,0
"Quality khub valo,original product",34,1
"finishing+ color+ quality it's amazing .. pochondo hobei.. mashallah.. seller bhaiya well mannered. inshallah next time aro nibo...bhaiya sundor sundor quality ful toys anben...
& packaging valo chilo .. r delivery man vaiyar behavior o onek valo .
r fast delivery peyechi...",275,1
"very nice also delivery time 

I think Daraz should go ahead with customer commitment",85,1
keyboard ta pai ni,18,0
3rd time nilam.,15,1
"Amar review jodi ekjon ke o bachay, shetai success.",51,1
good according to the price,27,1
bhai khubi baje kaj hoise amar shate!! jinis ta copy chilo 😤,60,0
"Packaging ato kharap, product damaged esheche. Daraz er ki hocche?",66,0
Vary Good product.. Good product in low price.. Thank You saler.,64,1
assalamualequm Alhamdulillah valo products duhai onek kom hoei tai babohar kore valo lagei 👍thank you Daraz,107,1
"Jodi konodin erokom jinis abar keni, Daraz theke kinbo na.",58,0
daam hisebe jinish thik ache. dhonnobad seller.,47,1
Jeta order korchilam tar moddhe aro ekta onno jinish chilo. Ki hocche Daraz e?,78,0
"valoi ache, ei daame emon ekta paoa shotti valoi.",49,1
rice quality ektu niche average. cooking e time beshi lagce,59,0
"babohaar korar 1 shaptoah por review ditechi. sound quality ekdom clear o balanced. battery backup shontoshojanak. design o finishing premium luker. connection khub druto hoy, kono lag nei. delivery o chilo druto, packaging ekdom safe📦✨ shob miliye, jara wireless earphone khujchen, nishchinte nite paren.",305,1
khoob Bhalo product chilo. seller bhai khov Bhalo.,50,1
"product ta valo.. delivery fast chilo.. but price aktu high.. Delivery charge anok bashi.. ja diyea dokan thakay naba jabea.. 
babohar korea takon fall palam na..",162,1
"Absolutely amazing experience. Everything was smooth, professional, and beyond expectations. Highly recommended.",112,1
Size match kore na. Khub tight / khub loose.,44,0
khub e valo proeuxt,19,1
Pura disappointment. Kichui bhalo na.,37,0
touch korlei mone hoy pura plastic er.,38,0
not use able play the go way ace ki ki apps,43,0
thank you sir.ato sundor akta review deor jonno,47,1
Besh valo,9,1
Good Moshar Coil,16,1
Valo,4,1
"girlfriend ke gift korchi, she khushi alhamdulillah.",52,1
Colour started fading from day 1.,33,0
good product regular use kori smoke nei,39,1
"Alhamdulillah blo cilo,💯🙂",25,1
Daraz app uninstall korbo. Kono kajer na.,41,0
fast delivery. cheaper price than market. nice packaging. delivery system was too good. delivery Man behavior is also very good.  everything is ok. thanks.,155,1
ageu onk golu niyci abr nilam dam onujai valo.abr offer price 75 tk niyci.,74,1
"Weight onek beshi, niye jete o shomoshya.",41,0
"pronon ta duplicate poreche. box er niche luhar pellet chilo, ojon baranor jonno.",81,0
"Exceptional color, super quality and great pricing. Thanks seller.",66,1
kharap prod diyeche!! tube er vitore arthek i nei 😒,51,0
Delivery boy ruder chilo. Packet chireche.,42,0
dam onojai valoi product valoi sobai nite paren,47,1
bedsheet soft touch!! color o bright. after wash o ok ache. good buy,68,1
Good quality product. My wife is happy for having these products.,65,1
pawder ta valo ase sobai nite paren ar ageo niysilan,52,1
Amar jiboner shobcheye kharap product.,38,0
orginal product and two mini hair oil free,42,1
packaging material waste!! onek unnecessary plastic use kore daraz,66,0
"Received in good condition.
Delivery was fast.
The product quality is not very good, but considering the price, it is acceptable.",129,1
chocolate melt hoye ashlo!! box er modhye refrigeration dorkar chilo,68,0
"Delivery charge o waste, product o bekar.",41,0
"Thik chilo, kintu ami Daraz er upor trust hariyechi.",52,0
"false marketing and product not similar, not adjustable, cheap quality, may break",81,0
Ei taka diye ami onno kichu kinle aro bhalo hoto. Regret korchi.,64,0
"valo moto packed chilo product o ok, offer e 90tk per kg te pailam",66,1
"3 din age ekbar order kircilam, valo laglo tai abar order korlam.",65,1
onk vari ..bohon kora kothin,28,0
onek sundor ekti ponno. sound quality onek valo laglo. eto kom shomoyer modhye pan jantam na. dhonnobad daraz ke.,113,1
bolse 10 ta deba.desa 7 ta.,27,0
Packing was good. Delivery was also fast. Delivery man was also showing his patience. Wishing you Good luck!,108,1
"beshi valo na, khola jay na coil.",33,0
MRP 70 tk. daraz beshi dekhiye discount bujhacche beshi. chalakir dorkar ki?,76,0
Alhamdulillah vlo service price onujaiye,40,1
ki bilbo bolar kichu nei alo thik ache bat fata gacha,53,1
"Packaging valo chilo, product o valoi peyechi.",46,1
quality Valo chaile nite paren sobai,36,1
Product somporke ashole bolar tmn kicui nai smell ta vlo ache r khub druto delivery peyeci.,91,1
amr hotasha chad er opor,24,0
prothome bolbo product ta osadharon. video te ja ja dekhanoo hoyeche shoboi ache etar modhye. etar sound ta khuboi valo. jodio 5 din por hatey peyechi. jara kom takaay nite chan tara taratari niye nin.,201,1
delivery man was so good as so  the product,43,1
jemonTa chaichilam thik temonTai peyechi.,41,1
"disturb kore charge thake shimito, 40-45 minute. review dekhe niyechilam. bam pasher ta sound atke atke pore, bam pasher ta valo na.",132,0
Ami Daraz ke dislike kori. Kono quality nai.,44,0
Daraz er reputation ekhon bekar.,32,0
Jal product beche Daraz e. Shob cheater.,40,0
chair ashlo screws missing!! assembly possible na. return korbo,63,0
"ekhon porjonto valo ache, 2 din holo chalaai.",45,1
"dami earPods newar icha chilo. free voucher delivery te matro 387 takaay order diyechilam. khub ekta expectation chilo na. kintu hatey paoar por ebong koyek din babohaar er por puro mugdho hoye ggechi. premium quality boxing, sound quality valo. buds e chaar ghontar moto backup. shob miliye shontushto. value for money. dhonnobad seller ke.",341,1
nice producs,12,1
"khub baje product 
nosto light diye amy",39,0
"Hotash, hotash, hotash! R kichu bolar nai.",42,0
"ami cheyechi airport 2 gen, amake diyeche TWS. ei daame ami loss kheyechi.",74,0
prod er delivery packaging khub baje!! prod thik ache 😒,55,0
"eta valo na, amar ta noshto, eka eka disconnect hoye jacche😓😥",61,0
"khub baje ekta product. prothom koyekdin thik moto kaj korche, kintu ekhon bluetooth connect hoy na😢 return o dite parchina, return er shomoy shesh. keu neben na, shudhu shudhu taka noshto.",189,0
jamon caice paice khub sundor hoyca,35,1
It so good bro,14,1
het phone ta anek valo hoyeche apnara caile nite paren khub valo akta potak,75,1
"baje product, fena ekebarei kom hoy,",36,0
Ekta button kaj kore na. Defective piece.,41,0
quality topnotch. But sound ta ektu bass busted overall good 💯.  9 out of 10,76,1
250 tk r product 128 tk peyechi. date o ache onek din. delivery man er behavior onek vslo chilo. happy shopping 🥰🥰,114,1
"oder thke ordr krbn na..
",25,0
board game rules clear!! family te onek enjoy korsi. recommended 🎲,66,1
jinish ta onek bahlo sobai nite paren,37,1
I didn’t get the headphone as like as I ordered,47,0
"products ta onk balo kao chaile nite paren 
charge onk balo backup dai ak khothai osadaron 
product👍👍👍",102,1
Daraz er uchit seller der QC kora.,34,0
